Date,Day,Time,Customer ID,Name,Age,Gender,Mail ID,Product bought,Size,Sub-category,Category,Actual Price (INR),Discount Percentage,Discount Type,Payment mode,Review,Returned Status,Discount Amount,Revenue,Year,Month,Discount Applied
2024-07-15,Monday,12:45:00,CUST0135,Pihu Deshmukh,29.0,Male,pihudeshmukh29135@gmail.com,Academy T-shirt,Free,Casual tshirt,Tshirts,2300.0,0.0,NoDiscount,UPI,Not as expected,Kept,0.0,2300.0,2024,7,No
2024-04-14,Sunday,21:01:00,CUST0321,Renee Lata,18.0,Female,reneelata18321@gmail.com,Repel T-shirt,M,Casual tshirt,Tshirts,2400.0,0.0,NoDiscount,CASH,Too tight around shoulders,Return,0.0,2400.0,2024,4,No
2024-03-12,Tuesday,14:09:00,CUST0204,Damini Tak,19.0,Female,daminitak19204@gmail.com,Running Shoes,M,Footwear,Shoes,3400.0,0.0,NoDiscount,CARD,"Good quality, worth the price",Kept,0.0,3400.0,2024,3,No
2024-12-22,Sunday,18:24:00,CUST0012,Eshani Brahmbhatt,18.0,Female,eshanibrahmbhatt1812@gmail.com,Running Shoes,L,Footwear,Shoes,2700.0,0.0,NoDiscount,CARD,Colour faded after wash,Kept,0.0,2700.0,2024,12,No
2024-10-31,Thursday,20:01:00,CUST0078,Arhaan Bali,21.0,Male,arhaanbali2178@gmail.com,Pro T-shirt,S,Casual tshirt,Tshirts,1500.0,0.0,NoDiscount,CASH,"Good quality, worth the price",Kept,0.0,1500.0,2024,10,No
2024-08-28,Wednesday,19:47:00,CUST0357,Romil Bumb,38.0,Male,romilbumb38357@gmail.com,Slim Fit Shirt,XL,Formal shirts,Shirts,2500.0,0.0,NoDiscount,CARD,Size runs a bit small,Kept,0.0,2500.0,2024,8,No
2024-02-26,Monday,12:56:00,CUST0329,Tiya Jayaraman,55.0,Female,tiyajayaraman55329@gmail.com,Joggers,M,Bottomwear,Jeans,2300.0,0.0,NoDiscount,CASH,"Loved it, will buy again",Exchange,0.0,2300.0,2024,2,No
2024-08-20,Tuesday,17:53:00,CUST0013,Hrishita Chatterjee,45.0,Male,hrishitachatterjee4513@gmail.com,Academy T-shirt,XXL,Casual tshirt,Tshirts,1600.0,0.0,NoDiscount,UPI,Excellent product!,Exchange,0.0,1600.0,2024,8,No
2024-09-24,Tuesday,15:08:00,CUST0110,Anya Trivedi,39.0,Female,anyatrivedi39110@gmail.com,Running Shoes,XXL,Footwear,Shoes,2800.0,0.0,NoDiscount,CARD,Perfect for daily wear,Kept,0.0,2800.0,2024,9,No
2024-02-09,Friday,19:29:00,CUST0115,Pari Banerjee,47.0,Female,paribanerjee47115@gmail.com,Barcelona T-shirt,Free,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,UPI,Could be better,Kept,0.0,1700.0,2024,2,No
2024-08-05,Monday,13:06:00,CUST0335,Tara Upadhyay,49.0,Male,taraupadhyay49335@gmail.com,Tech Fleece T-shirt,XXL,Casual tshirt,Tshirts,2200.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,2200.0,2024,8,No
2024-02-24,Saturday,11:38:00,CUST0009,Alisha Varughese,59.0,Male,alishavarughese599@gmail.com,ACG T-shirt,M,Casual tshirt,Tshirts,1900.0,11.0,ValentineDayOffer,UPI,Excellent product!,Kept,209.0,1691.0,2024,2,Yes
2024-10-18,Friday,17:36:00,CUST0052,Divij Deol,55.0,Female,divijdeol5552@gmail.com,Wristband,S,Accessories,Accessories,400.0,0.0,NoDiscount,CASH,Fits well and comfortable,Exchange,0.0,400.0,2024,10,No
2024-05-24,Friday,21:32:00,CUST0399,Yuvaan Kari,22.0,Female,yuvaankari22399@gmail.com,Sportswear Club Fleece T-shirt,Free,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,CARD,Colour faded after wash,Kept,0.0,1700.0,2024,5,No
2024-09-14,Saturday,12:51:00,CUST0089,Vidur Ratti,25.0,Female,vidurratti2589@gmail.com,Sports Shoes,XXL,Footwear,Shoes,6100.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,6100.0,2024,9,No
2024-12-15,Sunday,16:56:00,CUST0326,Mahika Bhargava,29.0,Female,mahikabhargava29326@gmail.com,Joggers,M,Bottomwear,Jeans,2800.0,0.0,NoDiscount,CARD,"Good quality, worth the price",Kept,0.0,2800.0,2024,12,No
2024-03-23,Saturday,21:32:00,CUST0119,Pari Sarma,23.0,Male,parisarma23119@gmail.com,Checked Shirt,XXL,Formal shirts,Shirts,2900.0,25.0,SummerSale,CASH,Could be better,Kept,725.0,2175.0,2024,3,Yes
2024-05-28,Tuesday,15:54:00,CUST0049,Advika Brar,26.0,Female,advikabrar2649@gmail.com,Hoodie,Free,Outerwear,Jackets,4300.0,0.0,NoDiscount,UPI,Stitching quality is poor,Kept,0.0,4300.0,2024,5,No
2024-03-19,Tuesday,17:31:00,CUST0121,Anay Dutt,49.0,Female,anaydutt49121@gmail.com,Dri-FIT T-shirt,M,Casual tshirt,Tshirts,2200.0,0.0,NoDiscount,UPI,Material feels cheap,Kept,0.0,2200.0,2024,3,No
2024-06-09,Sunday,13:18:00,CUST0361,Fateh Deshpande,55.0,Female,fatehdeshpande55361@gmail.com,ACG T-shirt,XXL,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,UPI,Size runs a bit small,Kept,0.0,1700.0,2024,6,No
2024-05-12,Sunday,21:16:00,CUST0427,Arhaan Gola,60.0,Female,arhaangola60427@gmail.com,Running Shoes,Free,Footwear,Shoes,6700.0,33.0,SummerSale,CASH,Fits well and comfortable,Kept,2211.0,4489.0,2024,5,Yes
2024-05-26,Sunday,16:54:00,CUST0415,Tiya Mallick,56.0,Female,tiyamallick56415@gmail.com,Joggers,M,Bottomwear,Jeans,2200.0,34.0,SummerSale,CASH,Too tight around shoulders,Kept,748.0,1452.0,2024,5,Yes
2024-07-30,Tuesday,17:16:00,CUST0198,Aayush Randhawa,60.0,Male,aayushrandhawa60198@gmail.com,Hoodie,XXL,Outerwear,Jackets,4900.0,0.0,NoDiscount,UPI,Size runs a bit small,Return,0.0,4900.0,2024,7,No
2024-01-05,Friday,12:06:00,CUST0334,Anvi Kaul,39.0,Female,anvikaul39334@gmail.com,Pro T-shirt,XXL,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,CASH,Superb fit and feel,Kept,0.0,1700.0,2024,1,No
2024-02-17,Saturday,15:29:00,CUST0102,Indrans Gopal,33.0,Female,indransgopal33102@gmail.com,Cargo Pants,S,Bottomwear,Jeans,1600.0,22.0,ValentineDayOffer,CASH,Not as expected,Kept,352.0,1248.0,2024,2,Yes
2024-02-03,Saturday,15:38:00,CUST0146,Sahil Gara,60.0,Male,sahilgara60146@gmail.com,Repel T-shirt,S,Casual tshirt,Tshirts,1600.0,0.0,NoDiscount,UPI,Material feels cheap,Kept,0.0,1600.0,2024,2,No
2024-04-19,Friday,14:02:00,CUST0448,Umang Dugar,53.0,Male,umangdugar53448@gmail.com,Wristband,S,Accessories,Accessories,1900.0,0.0,NoDiscount,CASH,Material feels cheap,Kept,0.0,1900.0,2024,4,No
2024-04-18,Thursday,20:48:00,CUST0006,Yakshit Rout,23.0,Male,yakshitrout236@gmail.com,Cargo Pants,L,Bottomwear,Jeans,2500.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,2500.0,2024,4,No
2024-06-01,Saturday,20:28:00,CUST0042,Hunar Handa,32.0,Male,hunarhanda3242@gmail.com,Bomber Jacket,Free,Outerwear,Jackets,4700.0,0.0,NoDiscount,UPI,Colour faded after wash,Return,0.0,4700.0,2024,6,No
2024-08-07,Wednesday,15:48:00,CUST0103,Rohan Bir,44.0,Female,rohanbir44103@gmail.com,Jordan Brand T-shirt,L,Casual tshirt,Tshirts,2400.0,0.0,NoDiscount,CARD,Size runs a bit small,Kept,0.0,2400.0,2024,8,No
2024-12-22,Sunday,16:58:00,CUST0013,Hrishita Chatterjee,45.0,Male,hrishitachatterjee4513@gmail.com,Cargo Pants,S,Bottomwear,Jeans,2300.0,0.0,NoDiscount,UPI,Colour faded after wash,Kept,0.0,2300.0,2024,12,No
2024-10-23,Wednesday,18:20:00,CUST0090,Raghav Hayer,32.0,Male,raghavhayer3290@gmail.com,Joggers,Free,Bottomwear,Jeans,2700.0,25.0,DiwaliOffer,UPI,Material feels cheap,Exchange,675.0,2025.0,2024,10,Yes
2024-09-12,Thursday,20:07:00,CUST0291,Umang Lata,38.0,Female,umanglata38291@gmail.com,Running Shoes,L,Footwear,Shoes,4800.0,0.0,NoDiscount,CASH,Superb fit and feel,Return,0.0,4800.0,2024,9,No
2024-11-20,Wednesday,16:37:00,CUST0210,Vihaan Shenoy,45.0,Female,vihaanshenoy45210@gmail.com,Jordan Brand T-shirt,Free,Casual tshirt,Tshirts,2500.0,0.0,NoDiscount,CARD,Could be better,Kept,0.0,2500.0,2024,11,No
2024-07-12,Friday,13:13:00,CUST0446,Kashvi Kata,28.0,Male,kashvikata28446@gmail.com,Belt,S,Accessories,Accessories,900.0,0.0,NoDiscount,CASH,Excellent product!,Kept,0.0,900.0,2024,7,No
2024-03-04,Monday,18:41:00,CUST0408,Kanav Sethi,46.0,Female,kanavsethi46408@gmail.com,Wristband,XL,Accessories,Accessories,900.0,28.0,SummerSale,CARD,Could be better,Kept,252.00000000000003,648.0,2024,3,Yes
2024-03-31,Sunday,16:23:00,CUST0170,Reyansh Gour,35.0,Female,reyanshgour35170@gmail.com,Academy T-shirt,M,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,CARD,Size runs a bit small,Kept,0.0,1900.0,2024,3,No
2024-11-20,Wednesday,14:39:00,CUST0129,Ryan Srinivasan,36.0,Male,ryansrinivasan36129@gmail.com,Hoodie,S,Outerwear,Jackets,4400.0,0.0,NoDiscount,CARD,Fits well and comfortable,Kept,0.0,4400.0,2024,11,No
2024-07-29,Monday,12:47:00,CUST0189,Vanya Kaur,39.0,Male,vanyakaur39189@gmail.com,Sports Shoes,Free,Footwear,Shoes,4500.0,32.0,Clearance,CARD,Excellent product!,Return,1440.0,3060.0,2024,7,Yes
2024-04-18,Thursday,13:29:00,CUST0295,Shaan Karnik,34.0,Female,shaankarnik34295@gmail.com,Skinny Jeans,M,Bottomwear,Jeans,2800.0,26.0,SummerSale,CASH,Very stylish,Exchange,728.0,2072.0,2024,4,Yes
2024-11-26,Tuesday,18:47:00,CUST0134,Nitara Jaggi,21.0,Male,nitarajaggi21134@gmail.com,Tech Fleece T-shirt,M,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,CARD,Excellent product!,Kept,0.0,1900.0,2024,11,No
2024-07-31,Wednesday,18:00:00,CUST0312,Raunak Balay,37.0,Male,raunakbalay37312@gmail.com,Denim Jacket,S,Outerwear,Jackets,2000.0,0.0,NoDiscount,CASH,Superb fit and feel,Return,0.0,2000.0,2024,7,No
2024-11-03,Sunday,15:10:00,CUST0204,Damini Tak,19.0,Female,daminitak19204@gmail.com,Wristband,M,Accessories,Accessories,1200.0,0.0,NoDiscount,CARD,"Loved it, will buy again",Kept,0.0,1200.0,2024,11,No
2024-01-27,Saturday,19:36:00,CUST0276,Renee Jayaraman,40.0,Male,reneejayaraman40276@gmail.com,Barcelona T-shirt,XL,Casual tshirt,Tshirts,2500.0,0.0,NoDiscount,CASH,Perfect for daily wear,Kept,0.0,2500.0,2024,1,No
2024-04-28,Sunday,12:51:00,CUST0218,Vanya Jaggi,60.0,Female,vanyajaggi60218@gmail.com,Sportswear T-shirt,Free,Casual tshirt,Tshirts,2000.0,0.0,NoDiscount,CARD,Excellent product!,Return,0.0,2000.0,2024,4,No
2024-03-22,Friday,21:13:00,CUST0147,Kanav Bera,47.0,Female,kanavbera47147@gmail.com,Dri-FIT T-shirt,XL,Casual tshirt,Tshirts,1200.0,19.0,SummerSale,UPI,Stitching quality is poor,Kept,228.0,972.0,2024,3,Yes
2024-02-10,Saturday,17:01:00,CUST0474,Charvi Deep,42.0,Female,charvideep42474@gmail.com,Sneakers,XL,Footwear,Shoes,5400.0,15.0,ValentineDayOffer,UPI,"Loved it, will buy again",Return,810.0,4590.0,2024,2,Yes
2024-06-01,Saturday,13:53:00,CUST0381,Aarush Baral,23.0,Female,aarushbaral23381@gmail.com,Sportswear Club Fleece T-shirt,L,Casual tshirt,Tshirts,2100.0,0.0,NoDiscount,UPI,"Loved it, will buy again",Kept,0.0,2100.0,2024,6,No
2024-10-23,Wednesday,20:07:00,CUST0070,Manjari Kuruvilla,58.0,Male,manjarikuruvilla5870@gmail.com,Academy T-shirt,S,Casual tshirt,Tshirts,1300.0,0.0,NoDiscount,UPI,Colour faded after wash,Kept,0.0,1300.0,2024,10,No
2024-07-04,Thursday,20:13:00,CUST0434,Yasmin Hayre,38.0,Female,yasminhayre38434@gmail.com,Repel T-shirt,S,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,CARD,Colour faded after wash,Kept,0.0,1700.0,2024,7,No
2024-08-02,Friday,15:20:00,CUST0243,Romil Dugar,42.0,Male,romildugar42243@gmail.com,Cargo Pants,M,Bottomwear,Jeans,1800.0,0.0,NoDiscount,UPI,"Loved it, will buy again",Kept,0.0,1800.0,2024,8,No
2024-11-06,Wednesday,20:07:00,CUST0447,Pari Guha,53.0,Female,pariguha53447@gmail.com,Socks,XL,Accessories,Accessories,2000.0,0.0,NoDiscount,UPI,"Good quality, worth the price",Kept,0.0,2000.0,2024,11,No
2024-05-10,Friday,20:12:00,CUST0399,Yuvaan Kari,22.0,Female,yuvaankari22399@gmail.com,Joggers,S,Bottomwear,Jeans,2300.0,21.0,SummerSale,CASH,Colour faded after wash,Return,483.0,1817.0,2024,5,Yes
2024-01-16,Tuesday,14:14:00,CUST0212,Anahita Shetty,34.0,Male,anahitashetty34212@gmail.com,Pro T-shirt,L,Casual tshirt,Tshirts,1600.0,0.0,NoDiscount,UPI,Too tight around shoulders,Kept,0.0,1600.0,2024,1,No
2024-11-29,Friday,14:47:00,CUST0011,Mamooty Ganesan,55.0,Female,mamootyganesan5511@gmail.com,Running Shoes,XXL,Footwear,Shoes,6800.0,0.0,NoDiscount,CASH,"Good quality, worth the price",Kept,0.0,6800.0,2024,11,No
2024-05-23,Thursday,21:06:00,CUST0134,Nitara Jaggi,21.0,Male,nitarajaggi21134@gmail.com,Joggers,L,Bottomwear,Jeans,1700.0,0.0,NoDiscount,CARD,Material feels cheap,Kept,0.0,1700.0,2024,5,No
2024-08-16,Friday,16:47:00,CUST0270,Rohan Bal,52.0,Female,rohanbal52270@gmail.com,Tech Fleece T-shirt,XXL,Casual tshirt,Tshirts,1300.0,0.0,NoDiscount,UPI,Stitching quality is poor,Kept,0.0,1300.0,2024,8,No
2024-11-19,Tuesday,19:28:00,CUST0316,Parinaaz Raju,56.0,Female,parinaazraju56316@gmail.com,Dri-FIT T-shirt,XXL,Casual tshirt,Tshirts,1500.0,0.0,NoDiscount,CARD,Superb fit and feel,Return,0.0,1500.0,2024,11,No
2024-09-28,Saturday,15:01:00,CUST0128,Mishti Rout,27.0,Female,mishtirout27128@gmail.com,Tech Fleece T-shirt,XL,Casual tshirt,Tshirts,2200.0,0.0,NoDiscount,UPI,Not as expected,Kept,0.0,2200.0,2024,9,No
2024-07-09,Tuesday,12:20:00,CUST0069,Gatik Manda,50.0,Male,gatikmanda5069@gmail.com,Tech Fleece T-shirt,Free,Casual tshirt,Tshirts,1200.0,0.0,NoDiscount,CASH,Stitching quality is poor,Kept,0.0,1200.0,2024,7,No
2024-04-29,Monday,17:24:00,CUST0417,Stuvan Lala,32.0,Male,stuvanlala32417@gmail.com,Jordan Brand T-shirt,XXL,Casual tshirt,Tshirts,1500.0,37.0,SummerSale,CARD,Could be better,Return,555.0,945.0,2024,4,Yes
2024-02-08,Thursday,17:41:00,CUST0492,Suhana Bhat,58.0,Male,suhanabhat58492@gmail.com,Sportswear Club Fleece T-shirt,L,Casual tshirt,Tshirts,2300.0,0.0,NoDiscount,UPI,Could be better,Kept,0.0,2300.0,2024,2,No
2024-01-24,Wednesday,21:26:00,CUST0262,Vidur Sachar,33.0,Female,vidursachar33262@gmail.com,Repel T-shirt,M,Casual tshirt,Tshirts,2000.0,27.0,NewYearSale,CARD,Fits well and comfortable,Kept,540.0,1460.0,2024,1,Yes
2024-11-25,Monday,19:36:00,CUST0085,Indrajit Chaudhari,31.0,Female,indrajitchaudhari3185@gmail.com,Wristband,L,Accessories,Accessories,500.0,0.0,NoDiscount,UPI,Perfect for daily wear,Exchange,0.0,500.0,2024,11,No
2024-01-21,Sunday,15:01:00,CUST0136,Divit Koshy,56.0,Male,divitkoshy56136@gmail.com,Sportswear T-shirt,XL,Casual tshirt,Tshirts,2100.0,0.0,NoDiscount,CASH,Very stylish,Kept,0.0,2100.0,2024,1,No
2024-06-09,Sunday,16:03:00,CUST0009,Alisha Varughese,59.0,Male,alishavarughese599@gmail.com,Repel T-shirt,XL,Casual tshirt,Tshirts,2300.0,37.0,Clearance,CASH,Stitching quality is poor,Kept,851.0,1449.0,2024,6,Yes
2024-04-24,Wednesday,10:00:00,CUST0457,Azad Sachdev,42.0,Male,azadsachdev42457@gmail.com,Tech Fleece T-shirt,Free,Casual tshirt,Tshirts,2100.0,0.0,NoDiscount,UPI,Not as expected,Kept,0.0,2100.0,2024,4,No
2024-07-07,Sunday,19:34:00,CUST0058,Saksham Dutta,45.0,Male,sakshamdutta4558@gmail.com,Backpack,L,Accessories,Accessories,1800.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,1800.0,2024,7,No
2024-06-17,Monday,18:50:00,CUST0288,Sara Iyengar,26.0,Female,saraiyengar26288@gmail.com,Sandals,Free,Footwear,Shoes,3300.0,0.0,NoDiscount,CASH,Colour faded after wash,Kept,0.0,3300.0,2024,6,No
2024-03-16,Saturday,19:56:00,CUST0137,Vritika Wadhwa,33.0,Male,vritikawadhwa33137@gmail.com,Denim Jacket,Free,Outerwear,Jackets,3300.0,0.0,NoDiscount,CARD,Not as expected,Kept,0.0,3300.0,2024,3,No
2024-12-04,Wednesday,16:17:00,CUST0277,Ehsaan Madan,42.0,Female,ehsaanmadan42277@gmail.com,Repel T-shirt,M,Casual tshirt,Tshirts,1300.0,0.0,NoDiscount,CARD,Colour faded after wash,Kept,0.0,1300.0,2024,12,No
2024-05-04,Saturday,18:47:00,CUST0325,Shamik Madan,27.0,Female,shamikmadan27325@gmail.com,Hoodie,S,Outerwear,Jackets,4900.0,0.0,NoDiscount,UPI,"Loved it, will buy again",Kept,0.0,4900.0,2024,5,No
2024-07-16,Tuesday,13:06:00,CUST0414,Priyansh Shroff,45.0,Male,priyanshshroff45414@gmail.com,Academy T-shirt,XXL,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,CASH,Size runs a bit small,Kept,0.0,1900.0,2024,7,No
2024-03-19,Tuesday,20:06:00,CUST0103,Rohan Bir,44.0,Female,rohanbir44103@gmail.com,Bomber Jacket,L,Outerwear,Jackets,3200.0,0.0,NoDiscount,CARD,Perfect for daily wear,Kept,0.0,3200.0,2024,3,No
2024-07-23,Tuesday,13:17:00,CUST0005,Hazel Bir,20.0,Female,hazelbir205@gmail.com,Barcelona T-shirt,L,Casual tshirt,Tshirts,2400.0,36.0,Clearance,UPI,Material feels cheap,Return,864.0,1536.0,2024,7,Yes
2024-02-26,Monday,13:57:00,CUST0068,Ivan Acharya,34.0,Male,ivanacharya3468@gmail.com,ACG T-shirt,S,Casual tshirt,Tshirts,1800.0,21.0,ValentineDayOffer,CASH,Colour faded after wash,Exchange,378.0,1422.0,2024,2,Yes
2024-02-13,Tuesday,15:13:00,CUST0450,Neelofar Ganesh,25.0,Male,neelofarganesh25450@gmail.com,Total 90 T-shirt,XL,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,CASH,Too tight around shoulders,Kept,0.0,1900.0,2024,2,No
2024-11-28,Thursday,15:59:00,CUST0436,Abram Kumer,60.0,Male,abramkumer60436@gmail.com,ACG T-shirt,M,Casual tshirt,Tshirts,1700.0,0.0,NoDiscount,CARD,Stitching quality is poor,Kept,0.0,1700.0,2024,11,No
2024-08-09,Friday,12:03:00,CUST0298,Jayesh Deshpande,40.0,Male,jayeshdeshpande40298@gmail.com,Skinny Jeans,M,Bottomwear,Jeans,1700.0,0.0,NoDiscount,CARD,Excellent product!,Kept,0.0,1700.0,2024,8,No
2024-09-29,Sunday,12:14:00,CUST0300,Veer Barad,59.0,Male,veerbarad59300@gmail.com,Denim Jacket,XL,Outerwear,Jackets,3200.0,0.0,NoDiscount,CARD,Excellent product!,Kept,0.0,3200.0,2024,9,No
2024-03-28,Thursday,19:22:00,CUST0332,Riya Mangal,46.0,Female,riyamangal46332@gmail.com,Joggers,XXL,Bottomwear,Jeans,1900.0,0.0,NoDiscount,UPI,Perfect for daily wear,Exchange,0.0,1900.0,2024,3,No
2024-11-14,Thursday,16:19:00,CUST0087,Aaina Sharma,60.0,Female,aainasharma6087@gmail.com,Bomber Jacket,M,Outerwear,Jackets,2900.0,0.0,NoDiscount,UPI,Too tight around shoulders,Return,0.0,2900.0,2024,11,No
2024-03-13,Wednesday,21:42:00,CUST0457,Azad Sachdev,42.0,Male,azadsachdev42457@gmail.com,Tech Fleece T-shirt,S,Casual tshirt,Tshirts,1400.0,0.0,NoDiscount,UPI,"Good quality, worth the price",Kept,0.0,1400.0,2024,3,No
2024-01-05,Friday,17:30:00,CUST0209,Kiaan Malhotra,40.0,Female,kiaanmalhotra40209@gmail.com,Cargo Pants,M,Bottomwear,Jeans,2200.0,0.0,NoDiscount,UPI,Stitching quality is poor,Kept,0.0,2200.0,2024,1,No
2024-05-28,Tuesday,20:33:00,CUST0191,Aarav Bose,35.0,Male,aaravbose35191@gmail.com,Formal White Shirt,S,Formal shirts,Shirts,2000.0,25.0,SummerSale,CASH,Material feels cheap,Kept,500.0,1500.0,2024,5,Yes
2024-10-06,Sunday,14:31:00,CUST0259,Samar Chad,58.0,Female,samarchad58259@gmail.com,Repel T-shirt,S,Casual tshirt,Tshirts,2300.0,0.0,NoDiscount,CASH,Perfect for daily wear,Kept,0.0,2300.0,2024,10,No
2024-11-01,Friday,16:17:00,CUST0023,Hrishita Gala,53.0,Male,hrishitagala5323@gmail.com,Joggers,Free,Bottomwear,Jeans,1500.0,0.0,NoDiscount,UPI,"Loved it, will buy again",Exchange,0.0,1500.0,2024,11,No
2024-07-01,Monday,16:15:00,CUST0083,Umang Cheema,53.0,Female,umangcheema5383@gmail.com,Joggers,XL,Bottomwear,Jeans,2000.0,42.0,Clearance,CASH,"Loved it, will buy again",Kept,840.0,1160.0,2024,7,Yes
2024-05-20,Monday,20:43:00,CUST0369,Rania Saraf,26.0,Female,raniasaraf26369@gmail.com,Slim Fit Shirt,XXL,Formal shirts,Shirts,2100.0,26.0,SummerSale,CASH,Very stylish,Kept,546.0,1554.0,2024,5,Yes
2024-05-21,Tuesday,14:02:00,CUST0041,Pranay Buch,38.0,Male,pranaybuch3841@gmail.com,Joggers,L,Bottomwear,Jeans,2800.0,0.0,NoDiscount,CASH,Stitching quality is poor,Exchange,0.0,2800.0,2024,5,No
2024-06-26,Wednesday,14:00:00,CUST0301,Rania Salvi,19.0,Male,raniasalvi19301@gmail.com,Barcelona T-shirt,M,Casual tshirt,Tshirts,1800.0,0.0,NoDiscount,CASH,Stitching quality is poor,Kept,0.0,1800.0,2024,6,No
2024-03-24,Sunday,14:18:00,CUST0122,Neelofar Chaudhari,31.0,Female,neelofarchaudhari31122@gmail.com,ACG T-shirt,S,Casual tshirt,Tshirts,1800.0,0.0,NoDiscount,CARD,Colour faded after wash,Kept,0.0,1800.0,2024,3,No
2024-06-05,Wednesday,09:22:00,CUST0194,Jivika Seshadri,32.0,Female,jivikaseshadri32194@gmail.com,Skinny Jeans,S,Bottomwear,Jeans,1900.0,0.0,NoDiscount,CASH,Could be better,Return,0.0,1900.0,2024,6,No
2024-12-06,Friday,21:35:00,CUST0144,Samiha Lanka,33.0,Female,samihalanka33144@gmail.com,Sportswear T-shirt,Free,Casual tshirt,Tshirts,1600.0,0.0,NoDiscount,UPI,Very stylish,Kept,0.0,1600.0,2024,12,No
2024-02-11,Sunday,14:02:00,CUST0177,Vedika Sawhney,27.0,Male,vedikasawhney27177@gmail.com,Tech Fleece T-shirt,M,Casual tshirt,Tshirts,2300.0,23.0,ValentineDayOffer,CASH,Colour faded after wash,Return,529.0,1771.0,2024,2,Yes
2024-06-03,Monday,17:11:00,CUST0359,Ivana Varughese,30.0,Male,ivanavarughese30359@gmail.com,Joggers,L,Bottomwear,Jeans,2700.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,2700.0,2024,6,No
2024-10-10,Thursday,13:19:00,CUST0148,Yasmin Gola,22.0,Female,yasmingola22148@gmail.com,Academy T-shirt,Free,Casual tshirt,Tshirts,1800.0,0.0,NoDiscount,CASH,Colour faded after wash,Kept,0.0,1800.0,2024,10,No
2024-08-14,Wednesday,18:32:00,CUST0283,Ishaan Gandhi,60.0,Female,ishaangandhi60283@gmail.com,Rain Jacket,XL,Outerwear,Jackets,3100.0,0.0,NoDiscount,CASH,Material feels cheap,Kept,0.0,3100.0,2024,8,No
2024-10-13,Sunday,10:49:00,CUST0238,Aarav Gera,19.0,Male,aaravgera19238@gmail.com,Pro T-shirt,XXL,Casual tshirt,Tshirts,2400.0,57.0,DiwaliOffer,CASH,"Good quality, worth the price",Kept,1367.9999999999998,1032.0000000000002,2024,10,Yes
2024-10-16,Wednesday,20:03:00,CUST0331,Pranay Rattan,23.0,Male,pranayrattan23331@gmail.com,Running Shoes,M,Footwear,Shoes,4300.0,0.0,NoDiscount,CARD,Material feels cheap,Return,0.0,4300.0,2024,10,No
2024-02-13,Tuesday,10:53:00,CUST0468,Arnav Mahajan,47.0,Female,arnavmahajan47468@gmail.com,Backpack,L,Accessories,Accessories,1300.0,28.0,ValentineDayOffer,CASH,Size runs a bit small,Kept,364.00000000000006,936.0,2024,2,Yes
2024-02-01,Thursday,12:37:00,CUST0366,Suhana Bala,52.0,Male,suhanabala52366@gmail.com,Joggers,Free,Bottomwear,Jeans,1600.0,0.0,NoDiscount,UPI,Perfect for daily wear,Kept,0.0,1600.0,2024,2,No
2024-09-10,Tuesday,12:57:00,CUST0107,Sara Dyal,44.0,Female,saradyal44107@gmail.com,Skinny Jeans,L,Bottomwear,Jeans,2400.0,0.0,NoDiscount,UPI,Could be better,Kept,0.0,2400.0,2024,9,No
2024-12-18,Wednesday,13:04:00,CUST0015,Vidur Deshmukh,31.0,Male,vidurdeshmukh3115@gmail.com,Academy T-shirt,S,Casual tshirt,Tshirts,1900.0,0.0,NoDiscount,UPI,Material feels cheap,Kept,0.0,1900.0,2024,12,No
2024-09-15,Sunday,16:03:00,CUST0131,Tara Kade,38.0,Male,tarakade38131@gmail.com,Rain Jacket,XL,Outerwear,Jackets,3500.0,0.0,NoDiscount,UPI,Superb fit and feel,Return,0.0,3500.0,2024,9,No
2024-05-13,Monday,19:43:00,CUST0297,Nitya Cheema,52.0,Male,nityacheema52297@gmail.com,Barcelona T-shirt,XXL,Casual tshirt,Tshirts,1400.0,0.0,NoDiscount,UPI,"Good quality, worth the price",Kept,0.0,1400.0,2024,5,No
2024-12-02,Monday,13:32:00,CUST0025,Tarini Thaker,54.0,Female,tarinithaker5425@gmail.com,Sneakers,XL,Footwear,Shoes,4700.0,0.0,NoDiscount,UPI,Stitching quality is poor,Kept,0.0,4700.0,2024,12,No
2024-12-07,Saturday,14:24:00,CUST0248,Shamik Goyal,51.0,Male,shamikgoyal51248@gmail.com,Skinny Jeans,XL,Bottomwear,Jeans,2100.0,0.0,NoDiscount,UPI,Excellent product!,Kept,0.0,2100.0,2024,12,No
